feature,pfi,run,county
WIND_RunMiles,-0.03693172779313647,38,Kern
PRECIP,-0.041874079630112526,38,Kern
WIND_AvgMPH,-0.0525976951769031,38,Kern
Num_Articles,-0.06366554128537472,38,Kern
EARTHQUAKE_Total,0.04484241092752517,39,Kern
PESTICIDE_Total,0.035389227442975235,39,Kern
risk_mentions_rate,0.03526553641772634,39,Kern
AQI_PM25,-0.0004426692199450688,39,Kern
WIND_RunMiles,-0.002356615327264777,39,Kern
cv_mentions_rate,-0.009657079479716335,39,Kern
PRECIP,-0.04017842616921574,39,Kern
AQI_PM10,-0.05078425095023148,39,Kern
WIND_AvgMPH,-0.05093946241687197,39,Kern
Num_Articles,-0.07856591380186417,39,Kern
PESTICIDE_Total,0.1147968229559807,40,Kern
AQI_PM10,0.09740909043834023,40,Kern
risk_mentions_rate,0.08861691858560483,40,Kern
PRECIP,0.023369880364313977,40,Kern
AQI_PM25,0.008184644644933514,40,Kern
cv_mentions_rate,0.001535795515935523,40,Kern
EARTHQUAKE_Total,0.0007786680186563366,40,Kern
WIND_AvgMPH,-0.02494368559067095,40,Kern
WIND_RunMiles,-0.027032752577065944,40,Kern
Num_Articles,-0.17391393428694157,40,Kern
AQI_PM25,0.0986611761318183,41,Kern
risk_mentions_rate,0.0684971242623415,41,Kern
AQI_PM10,0.05696299090419937,41,Kern
PRECIP,0.04991793528976379,41,Kern
cv_mentions_rate,0.019396607160431567,41,Kern
EARTHQUAKE_Total,0.010850477657358193,41,Kern
PESTICIDE_Total,0.00847710915679295,41,Kern
WIND_AvgMPH,-0.014605552185290971,41,Kern
WIND_RunMiles,-0.03767128025875144,41,Kern
Num_Articles,-0.22989494242730193,41,Kern
AQI_PM25,0.13237492113929128,42,Kern
AQI_PM10,0.10711380170223395,42,Kern
risk_mentions_rate,0.10480865873226808,42,Kern
cv_mentions_rate,0.09780639605430308,42,Kern
EARTHQUAKE_Total,0.030201334283206482,42,Kern
PRECIP,0.015649717937944285,42,Kern
WIND_RunMiles,-0.002866687971754045,42,Kern
PESTICIDE_Total,-0.0319568594712939,42,Kern
WIND_AvgMPH,-0.04338698640923544,42,Kern
Num_Articles,-0.10877597022385899,42,Kern
AQI_PM10,0.09549113316583124,43,Kern
risk_mentions_rate,0.04547296445561877,43,Kern
cv_mentions_rate,0.039709464226840074,43,Kern
PESTICIDE_Total,0.02452660037710741,43,Kern
EARTHQUAKE_Total,0.023500683377104203,43,Kern
PRECIP,0.02329475011735571,43,Kern
AQI_PM25,0.00886559685195698,43,Kern
WIND_RunMiles,0.003016454819137593,43,Kern
WIND_AvgMPH,-0.012005986942580149,43,Kern
Num_Articles,-0.10608982658671362,43,Kern
AQI_PM10,0.11606675036880199,44,Kern
cv_mentions_rate,0.05751629707930389,44,Kern
EARTHQUAKE_Total,0.02978388653694697,44,Kern
PESTICIDE_Total,0.020493784316154118,44,Kern
WIND_AvgMPH,0.008528733759102458,44,Kern
PRECIP,-0.0158760574660729,44,Kern
risk_mentions_rate,-0.024068707621090923,44,Kern
Num_Articles,-0.03960188652091817,44,Kern
AQI_PM25,-0.050516266203343485,44,Kern
WIND_RunMiles,-0.057362688502155756,44,Kern
AQI_PM10,0.07155839626881888,45,Kern
cv_mentions_rate,0.05998158291625877,45,Kern
EARTHQUAKE_Total,0.019756826543208206,45,Kern
risk_mentions_rate,0.019517391717798094,45,Kern
PESTICIDE_Total,0.006682878760537303,45,Kern
AQI_PM25,0.003308217425164628,45,Kern
WIND_AvgMPH,-0.027380450651247334,45,Kern
WIND_RunMiles,-0.06726681834552345,45,Kern
PRECIP,-0.09084087905617194,45,Kern
Num_Articles,-0.1231131210020156,45,Kern
cv_mentions_rate,0.05946666930240091,46,Kern
AQI_PM10,0.05809966059996652,46,Kern
AQI_PM25,0.04622706774289642,46,Kern
PESTICIDE_Total,0.02904274801036999,46,Kern
risk_mentions_rate,0.025469992343502112,46,Kern
EARTHQUAKE_Total,0.021556341306691595,46,Kern
PRECIP,0.016701503088771275,46,Kern
Num_Articles,0.012614388313602676,46,Kern
WIND_AvgMPH,0.01133122727994662,46,Kern
WIND_RunMiles,0.0010448995041257292,46,Kern
AQI_PM10,0.10587192041678117,47,Kern
cv_mentions_rate,0.03406873966207269,47,Kern
EARTHQUAKE_Total,0.03021640406403464,47,Kern
PESTICIDE_Total,0.01551405920561294,47,Kern
WIND_RunMiles,0.00019654741678637455,47,Kern
WIND_AvgMPH,-0.0016966405101865867,47,Kern
risk_mentions_rate,-0.0038804565919776657,47,Kern
PRECIP,-0.016148916744303687,47,Kern
Num_Articles,-0.11583683571248832,47,Kern
AQI_PM25,-0.12970093525162218,47,Kern
AQI_PM10,0.07628369322907536,48,Kern
cv_mentions_rate,0.06241612276861208,48,Kern
EARTHQUAKE_Total,0.03852803750830558,48,Kern
PRECIP,0.007152644724484847,48,Kern
risk_mentions_rate,0.0065368329538800785,48,Kern
PESTICIDE_Total,-0.016847196527129182,48,Kern
WIND_AvgMPH,-0.029057117969283897,48,Kern
WIND_RunMiles,-0.05747373538425349,48,Kern
AQI_PM25,-0.08214338133997579,48,Kern
Num_Articles,-0.11734658265690334,48,Kern
AQI_PM10,0.08684261671458254,49,Kern
AQI_PM25,0.05637018909059538,49,Kern
risk_mentions_rate,0.04994900332239688,49,Kern
EARTHQUAKE_Total,0.036673924889434606,49,Kern
PESTICIDE_Total,0.024639128092640405,49,Kern
WIND_AvgMPH,-0.023952031848738953,49,Kern
cv_mentions_rate,-0.035525688034700575,49,Kern
WIND_RunMiles,-0.04151801030365132,49,Kern
PRECIP,-0.04445498400901693,49,Kern
Num_Articles,-0.19191400118312235,49,Kern
risk_mentions_rate,0.05271648673008433,50,Kern
EARTHQUAKE_Total,0.03401983801539621,50,Kern
cv_mentions_rate,0.0335220883936751,50,Kern
AQI_PM10,0.018031195730199734,50,Kern
WIND_RunMiles,0.011643184339911239,50,Kern
PRECIP,0.009377017650661124,50,Kern
PESTICIDE_Total,9.942741036694791e-05,50,Kern
WIND_AvgMPH,-0.0032395318223920055,50,Kern
AQI_PM25,-0.07722839953776228,50,Kern
Num_Articles,-0.1761457871048041,50,Kern
AQI_PM10,0.18248748762136724,51,Kern
PRECIP,0.05337980930719499,51,Kern
EARTHQUAKE_Total,0.030220371014216152,51,Kern
cv_mentions_rate,0.030149660509355747,51,Kern
risk_mentions_rate,-0.011555616309168237,51,Kern
PESTICIDE_Total,-0.022640369363563728,51,Kern
Num_Articles,-0.03306275147058546,51,Kern
WIND_RunMiles,-0.034329535522813925,51,Kern
AQI_PM25,-0.0740572544391942,51,Kern
WIND_AvgMPH,-0.1016143160645554,51,Kern
AQI_PM10,0.1340751399672646,52,Kern
