Year-Month,query_term,title_clean,source,real_url,article_text_clean,cv_mention_count,risk_mentions
2014-02,"""valley fever""","mark cerro obituary (04/18/1958 - 02/07/2014) - bakersfield, ca - bakersfield californian",Legacy obituary,https://www.legacy.com/us/obituaries/bakersfield/name/mark-cerro-obituary?id=43179451,,0,0
2014-02,coccidioidomycosis,verrucous nodule on the upper lip,MDedge,https://mdedge.com/cutis/article/80326/contact-dermatitis/verrucous-nodule-upper-lip,the diagnosis disseminated coccidioidomycosis fungi of the genus coccidioides cause coccidioidomycosis and live in the soil of endemic areas including the southwestern united states eg arizona new mexico california and mexico coccidioides is a dimorphic fungus with parasitic and infectious saprophytic phases each year there are approximately new infections of coccidioidomycosis in the united states almost exclusively in the southwest coccidioidomycosis typically is an asymptomatic or mild infection in an immunocompetent patient although the lungs are nearly always the primary sites of infection common sites of dissemination include the skin meninges bones and joints the skin is the most common site of disseminated or secondary coccidioidomycosis less commonly and usually caused by traumatic implantation the skin is the site of primary infection disseminated coccidioidomycosis occurs in approximately in infected individuals certain populations of patients are more likely to be affected by disseminated coccidioidomycosis including specific ethnic groups such as black individuals filipinos and mexicans pregnant women and immunosuppressed patients such as those with human immunodeficiency virus hematogenous malignancy or organ transplantation when skin lesions are present they usually develop after the initial lung manifestation the location of the lesion in cutaneous disseminated disease can be highly variable but the face and head are the most common locations cutaneous manifestations of coccidioidomycosis may be classified as being caused by the presence of the organism in the skin organism specific or a reactive process organism specific cutaneous lesions are commonly due to systemic disease with secondary skin involvement but they also may be due to a primary infection these organism specific lesions can present as papules nodules macules verrucous plaques abscesses or pustules reactive cutaneous manifestations are only associated with disseminated disease do not contain any organisms and include manifestations such as erythema nodosum acute exanthem erythema multiforme and possibly sweet syndrome the clinical differential diagnosis of cutaneous coccidioidomycosis includes other coccidioidal spherules in the dermis periodic acid schiff original magnification mycoses such as histoplasmosis and blastomycosis as well as tuberculosis sarcoidosis basal cell and squamous cell carcinoma and verruca vulgaris the diagnosis of cutaneous coccidioidomycosis can be made with skin biopsy culture and serologic tests the characteristic spherules can be visualized on routine hematoxylin and eosin stain or more readily with fungal stains figure spherules are thick walled and distinguishable from other fungi because of the characteristic endospores inside as well as their larger size organisms also may be detected via culture within to days distinguishing primary cutaneous from disseminated skin lesions can be challenging but can have notable treatment implications although histology typically cannot distinguish primary from disseminated cutaneous infections clinical history and serologic studies have been found to be useful in disseminated disease igg antibodies are elevated while in primary cutaneous disease igm antibodies are elevated but typically not igg therefore tube precipitin and latex particle agglutination tests that detect igm antibodies should be positive in primary infections primary lesions can spontaneously resolve within months to years and may not require treatment if symptomatic while secondary lesions must be therapeutically addressed despite the lack of treatment needed primary cutaneous infections often are treated with azoles in contrast disseminated cutaneous infection requires systemic therapy treatment of disseminated infection with cutaneous coccidioidomycosis typically includes amphotericin b until a clinical response is achieved and antibody titers decline amphotericin b can then be replaced with an oral azole such as itraconozole or fluconazole the patient discussed in this case demonstrates the typical clinical presentation of disseminated coccidioidomycosis with classical and diagnostic pathology this case also highlights the importance of a detailed travel history in the era of globalization patients often present with diseases in nonendemic areas clinicians must consider the diagnosis of coccidioidomycosis even in immunocompetent patients in nonendemic areas when their history and presentation are appropriate the diagnosis should be confirmed with biopsy culture and or serology,0,0
2014-03,"""valley fever""","insight: deadly dust: valley fever in the west / ""immigrants"" / donna reads / dee maaske",capradio.org,https://www.capradio.org/news/insight/2014/03/19/insight-031914/,deadly dust valley fever in the west sacramento s public television station kvie is investigating a central california health concern in the newest viewfinder documentary deadly dust valley fever in the west the half hour documentary explores valley fever s impact on various populations and the push for more funding and attention it includes interviews with valley fever survivors and experts the show airs march th but kvie is holding a screening event march immigrants playwright alan truax s new drama immigrants comes to the william j geery theater in sacramento directed by leo mcelroy the play inspired by real events is a drama about two families struggling to live the american dream donna reads seventy five years after john steinbeck s the grapes of wrath was first published it continues to captivate readers for this month s donna reads segment capital public radio host donna apidone explores the book s timeless legacy npr book club meeting come talk about steinbeck s grapes of wrath dee maaske a veteran actress with seasons at the oregon shakespeare festival under her belt is starring in the latest production at capital stage dee maaske is breathing life into the role of a fiesty year old grandmother in the play miles we ll talk with her about the role and her long career in theater,0,2
2014-03,"""valley fever""","dust, the ledger of past existence",The Atlantic,https://www.theatlantic.com/technology/archive/2014/03/dust-the-ledger-of-past-existence/284387/,across the american southwest dust has become lethal valley fever is transmitted by fungi laced dust that blows from dumping and construction sites as well as from the deserts of arizona california nevada new mexico and texas as dana goodyear recently described in the new yorker in the most severe cases airborne fungi infect patients lungs bone marrow and brain one breath can result in a lifetime of suffering or even death valley fever is a stark reminder about the nature of dust which seemingly innocuous and domesticated is an always present potential danger pervading the atmosphere well beyond the confines of the households it is usually associated with dust is a ledger of past existence dead skin cells and plant pollen hair and paper fibers dust is also an ephemeral gathering place for dust mites and fungi it is at once a random community of what has been and what is yet to be and a figure of dispersion a loose assemblage that barely holds together always ready to catch a ride on the flows of air and relocate elsewhere or to fall apart it can be anywhere due to its high mobility and its smallness it can penetrate our bodies dust does not limit itself to the surfaces of the things it covers in fact it knows no distinction between the inside and the outside finally dust is ineliminable we cannot do away with it for good since no matter how much we try to clean it we only unsettle and move the unbearably light refuse from one place to another whatever threats or promises it harbors we can rest assured that it will eternally return not as dramatically as ghosts or specters but quietly and cumulatively like the falling snow it is not an accident that two of the most thought provoking recent books on the subject joseph amato s dust a history of the small the invisible and carolyn steedman s dust the archive and cultural history dwell on the ways that this stuff can make us sick dust is a source of infections industrial air pollution and the all too literal archive fever that can lead a scholar who has been exposed to the crumbling leather of book bindings to develop migraine headaches or to break out in hives the so called great cleanup initiated in the nineteenth century was powerless when it came to stopping the onslaught of dust as dust and dirt are banished amato admits waste and garbage multiply isn t the war on dust central to the rise of modern hygiene analogous to the political hygiene of the war on terror doesn t the fight against terrorism similarly dislocate the largely invisible and eminently mobile political phenomenon it combats from one hot spot to another whilst multiplying the possibilities for destruction and hatred the proverbial waste and garbage of globalization aren t those who have initiated this war bound to lose it just as one is certain to be defeated in the war on dust more than a simple analogy the relation between physical and political regimes of hygiene is a hint that it will be virtually impossible to detain dust in the realm of conceptuality with its clear differentiations between literal and metaphoric significations dust is so pervasive that it fills material space as much as the space of thought in literature and theology philosophy and cultural anthropology it nestles among the keys with which i type this essay it envelops everything without exception including ourselves indeed it exists on in and even as us we contribute to the multiplication of dust through our large scale industries and by merely living shedding dead skin cells hair and other byproducts of our life process but we also are it as the bible and shakespeare tell us the former directly and famously announces in the aftermath of adam and eve s fall in genesis that dust thou art and unto dust shalt thou return the latter uses hamlet s nihilistic soliloquy in act ii scene of the play to rhetorically ask about the human what is this quintessence of dust to battle with dust is to fight against ourselves albeit no longer recognizable as such dust blurs the boundaries not only between literal and metaphorical meanings but also between the living and the dead plant and animal matter the inside and the outside you and the world in it supposed opposites are combined without any contradiction because of the connections dust creates it draws everything and everyone into its boundless association your eyelash and a few cotton threads from your t shirt pollen from a birch tree that grows outside the window a number of tiny mites all of these things mingle just because they all happened to be in the same place at the same time becoming dust with equal ease dust may fall apart the moment you pass by disturbing small amalgams spinning around on the floor with your very movement but while they stick together they are something other than what they were separately as dust the eyelash and cotton threads and pollen and the mites receive a new lease on life and no doubt a new meaning the senses of dust ranging from the domestic to the cosmic industrial to atmospheric also accrue without any regard to the traditional distinctions between the products of nature and those of culture generally speaking dust could be defined if define it we must in terms of the traces of matter of what has been and is about to pass away of what remains but this definition would be utterly imprecise given that the traces of matter mixed amongst themselves are also habitats for microscopic creatures spores and the male gametes the sperm cells of plants colloquially known as pollen in other words dust contains tangible reminders of the past welcomes the living present and breathes with the possibilities of future growth even if this promise may quickly deteriorate into a threat in the cases of allergies and more serious ailments such as valley fever dust s gathering and its dispersion is the marker of time itself poetically brazilian author clarice lispector dubs dust a filha das coisas the daughter of things she implies that things are productive or better generative since dust is their next generation their manner of surviving achieved at the cost of an identifiable form such family ties are everywhere matter is the mother of dust the daughter and the time of the world is that of filiation between the past of things and the future of their amorphous remains if we were more philosophically inclined we would have concluded that dust is the evidence that there is something rather than nothing or at least that once upon a time there was something and if we were in the melancholy mood inspired by the book of genesis we would have said that our lives are nothing but detours from the dust of creation s past through the dust of the present which we also create and multiply to the postmortem dust of the future still our reflections on dust need not be so somber or nihilistic true it can trigger various illnesses but as soon as we peer behind its possible negative effects on our health we discover a singular blueprint of a community one which could actually be liberating in the first place should we accept the shakespearian and biblical thesis that we humans are the dust of the world we would almost immediately drop our domineering and condescending attitude toward the environment like all the other organic and inorganic entities we participate in the proliferation of dust so that in and as this trace of matter we stand on the same footing with them the equalizing feature of dust is especially obvious if you have ever entered a house that has stayed locked for decades in such a setting dust levels down the differences among the things it covers everything looks pale gray and the edges of furniture are barely discernable the uniqueness of whatever comprises this gray stuff is similarly dimmed down as the divisions between living and dead cells animal plant and human matter organic and inorganic elements melt away yet without forming a greater overpowering whole the conjunction of objects that turn into dust is dynamic and unpredictable in how it decomposes and recomposes itself it neither presupposes deep and essential belonging nor requires a meticulous and hierarchical categorization of its members into classes persisting in memory of what has been it is not devoid of a future compared to the suffocating and exclusionary groups based on ethnicity race or nationality these characteristics are a breath of fresh air paradoxically so since what we are talking about here can provoke asthma attacks we are ready to embark on a positive revaluation of dust as the symbol of our finitude and of a more egalitarian relation to non human beings it awakens us from our millennia long dreams of grandeur and literally brings us down to earth as hamlet suggests when he mockingly calls the human the beauty of the world and the paragon of animals right before confessing that for him we are merely the quintessence of dust that is a lesson in humility which lies in the dust,0,3
2014-03,"""valley fever""",botswana national veterinary laboratory improves cattle exports,International Atomic Energy Agency,http://www.iaea.org/newscenter/news/botswana-national-veterinary-laboratory-improves-cattle-exports,until recently bnvl relied mostly on conventional disease diagnosis methods these methods are not sensitive or fast enough to provide timely and reliable results which delays disease detection and response to disease outbreaks the joint fao iaea division supported the bnvl in strengthening its diagnostic capacity by training bnvl laboratory personnel and introducing modern techniques such as nucleic acid amplification tests also known as pcr tests and isotopic methods which can detect a virus or bacteria in a very early stage of the disease these tests not only help countries to adopt effective prevention and control measures but they also help to establish early warning systems cbpp is a cattle lung disease endemic in several countries in southern africa including angola democratic republic of congo namibia and zambia after years of freedom from that disease botswana had an outbreak in which led to the loss of cattle at a cost of us million before it was successfully eradicated in in order to maintain botswana s freedom from cbpp the joint fao iaea divsion worked with bnvl to improve its molecular diagnostic capacity by providing training of laboratory personnel and by supplying equipment and reagents to strengthen its surveillance capacities as a result of the improved capacity attained through the help of the joint fao iaea division and collaboration with national and international laboratories bnvl was granted the status of a world organisation for animal health oie reference laboratory for cbpp in may rift valley fever rvf is a zoonotic disease of domestic ruminants caused by a mosquito borne virus most severe in sheep cattle and goats the disease causes high mortality rates in newborn animals and abortion in pregnant animals historically rvf was first recognized in in kenya s rift valley since then outbreaks of the disease have been reported in susceptible populations of several other countries in africa including botswana namibia and south africa in tests conducted at bnvl indicated a rvf outbreak in botswana but the final confirmation came from south africa s onderstepoort veterinary institute ovi ovi used pcr and serological techniques for the diagnosis techniques which were not available at bnvl at the time immediately after the disease was diagnosed the outbreak was controlled by vaccination through training and equipment provided by the joint division the botswana department of veterinary services dvs is now able to carry out passive surveillance on animal abortion cases to ensure early disease detection and control in addition the bnvl has established pcr testing systems within their labs and enzyme linked immunosorbent assay elisa systems to improve diagnostic capacity for rapid detection of rvf this facilitates timely decision making by the authorities which in turn helps to improve the protection of public health bnvl implemented a quality management system according to iso standard and received accreditation for seven of the tests in and continues to work towards complete accreditation implementation of the management system is important for ensuring the quality of test results which is required for effectively controlling diseases in the country and also for export purposes the joint division supported bnvl in the improvement of its management system through scientific visits to accredited laboratories and expert missions by bnvl had increased its number of accredited tests to comprising food microbiology histopathology and serology this accreditation which is an ongoing process that requires continuous improvement contributes to the competitiveness of the livestock industry in accessing international markets,0,4
2014-03,"""valley fever""",trying to save merle haggard's old home (a boxcar),Worcester Telegram,https://www.telegram.com/story/news/2014/03/02/trying-to-save-merle-haggard/38588746007/,oildale calif the tanker trains loaded with crude oil still rattle down the tracks at the end of the alleyway where merle haggard a living legend of country music grew up in a boxcar that his father transformed into the family home the walls were thick cool in the summer and warm in winter lillian haggard rea the musician s year old sister recalled of the boxcar that their father james haggard a carpenter with the santa fe southern pacific corp converted by hand during the depression it was she said just a wonderful home to live in like much of the music associated with the bakersfield sound an unvarnished form of country that thrived in honky tonks here in the s and s haggard s is rooted in the making do values of the dust bowl his parents migrated from oklahoma in and like thousands of okies they sought refuge in oildale a ragtag collection of camps and settlements on the outskirts of bakersfield preservationists are now raising money to purchase restore and move the boxcar to the kern county museum in nearby bakersfield which is just under a two hour drive from los angeles the boxcar is in many ways both haggard s three dimensional autobiography and the story of oildale population which has long been separated from bakersfield by the kern river and a certain state of mind gerald w haslam an oildale native wrote in an essay though occupied the house today is nearly ruined sagging under a tangle of vines the campaign to save hag s boxcar is a recognition of the role of the house and the railroad in haggard s career as well as a nod to the collective ingenuity of depression era craftsmen like his father but the boxcar won t be difficult to restore to its original vigor said dave cross a bakersfield architect who is involved in the restoration effort the preservationists are planning a fundraiser for next month at the bakersfield harley davidson dealership on merle haggard drive the image of a freight train leaving town looms large in the songs and psyche of haggard he is considered a troubadour of the other california where the hot sun beats down on a landscape of valley fever manual labor and tulare dust far from the coast haggard who lives with his family miles to the north near lake shasta was unavailable for an interview his spokesman said but his deep feelings about the house are evident in songs like oil tanker train in which he recalls as a boy his mother waking him up to watch the trains knowing they were coming by the boxcar s trembling in my house of memories his autobiography he writes of his disappointment in the deterioration of the house relieved that his parents were not around to see what happened to their wood and stucco jewel box haggard was born in bakersfield and grew up in oildale the tracks a formative experience of his youth patricia puskarich who lived next door in a vacation trailer one without indoor plumbing recalled young merle teaching her how to put pennies on the rails to flatten them a prime form of pre television childhood entertainment she said boxcar houses were not uncommon during the depression as chronicled by works project administration photographers like arthur rothstein the story of how the haggards acquired the car offers a glimpse of the era s widespread prejudice toward okies though the singer s own pride in his origins would later inspire his hit okie from muskogee the family learned of the boxcar from a fellow church member who asked james haggard if he thought he could turn a surplus refrigerated train car she owned into a home rea recalled she asked my daddy where he was from and when he said oklahoma she said i hear oklahomans don t work well his blue eyes met her blue eyes and he said i ve never heard of one who didn t though the house was intended to be temporary the remodeling was a family effort james haggard built a pop out dining area a wash house and a hand poured concrete bathtub and front steps his wife flossie planted fruit trees climbing roses and a backyard grape arbor drying raisins for pies on the roof life changed irreparably when james haggard died suddenly of a stroke when merle was the singer s troubles the juvenile delinquency the incarcerations the five marriages and bankruptcy began at when he hopped his first freight train with a buddy he wasn t a bad kid explained his sister who cannot bring herself to listen to her brother s songs because of the difficult memories they evoke the poor child was just in pain he was looking for his own answers and couldn t find them the boxcar s trajectory from ruffled curtain coziness to a ramshackle dwelling with bars on the windows is not an anomaly in oildale an unincorporated community that still contains pockets of hooverville like poverty and methamphetamine use although there are new middle class subdivisions in oildale low rents in some neighborhoods have drawn a transient population and three times the number of registered sex offenders found in downtown bakersfield according to state megan s law data called the dale by locals the community has struggled with an underdog image since the discovery of oil in when rough and tumble fortune seekers mostly single men poured in some older houses still occupied were transported from the oil fields on skids today the pump jacks of the kern river oil field now operated by chevron are bobbing black flecks scattered across a dun colored plateau these days there are a whole lot of people not making it said christopher reilly the behavioral health director for clinica sierra vista a nonprofit community health organization serving kern and fresno counties they re living trailer to trailer recalling more neighborly times ers as in zip code of the merle generation are engaged in keeping oildale from slipping into the brine puskarich said a new million park and town center has begun to revive oildale s main street the metal band korn has taken up residence in buck owens old recording studio the river theatre the campaign to save hag s boxcar would involve disassembling and restoring it to its s glory as well as building a new dwelling for the current occupant rea the singer s sister sold the home in the s a decision she said she regrets and it has changed hands since then the current owner has signed a written agreement with citizens preserving history a group led by glenda rankin a local rancher and her sister dianne sharman the owner has offered to donate the structure in exchange for a new similarly proportioned home on the property the boxcar would leave its current site where dirt remains more common than sidewalks for pioneer village the county museum s outdoor display of more than uprooted historic buildings but some residents would like to see the boxcar stay put merle s father built it here made it their home said jeanette j gary the head of citizens of a new oildale a civic improvement organization,6,0
2014-03,"""valley fever""",harold ramis’ death puts vasculitis in the spotlight,Chicago Tribune,https://www.chicagotribune.com/2014/03/14/harold-ramis-death-puts-vasculitis-in-the-spotlight-2/,thanks to the well publicized death of actor director harold ramis the disease he suffered from vasculitis is getting more attention which can help patients and doctors understand this elusive autoimmune disease his death was a tremendous loss so sad said joyce kullman executive director of the kansas city mo based vasculitis foundation but it brought a greater awareness to the disease we ve been hearing from people all over the world who are saying oh my gosh that s what i have the foundation estimates about in people suffer from vasculitis which causes the body to attack its own blood cells because vasculitis is a collection of about diseases with seemingly unrelated symptoms it is difficult to spot the typical patient spends months or years getting a diagnosis said kullman many patients have organ damage by the time doctors identify it symptoms run the gamut patients have chronic sinusitis joint pain mouth ulcers ear infections itchy eyes skin lesions or vision problems if the disease affects the brain they may have strokelike symptoms such as partial paralysis or headaches symptoms start out mild then get worse or persist symptoms are often discounted by doctors said kullman some people are told it s all in their heads it took me a year to get a diagnosis said dianne shaw a retired communications director from chapel hill n c who has the wegener s granulomatosis form of the disease i was told i had bronchitis then lung cancer then valley fever before i was diagnosed correctly in but i was lucky i didn t have organ damage yet shaw s vasculitis affects her respiratory system she has had surgeries or procedures most of them to clear blocked airways so she can breathe more easily the diagnosis delay occurs in part because vasculitis is uncommon said dr eric matteson professor of medicine at mayo clinic college of medicine in rochester minn by email few physicians are familiar with it he said the vasculitis foundation hosts seminars to educate primary care physicians we encourage them to refer patients to specialists said kullman ideally a patient sees a vasculitis team but there are only listed by the foundation in the united states at medical centers including mayo each consists of a rheumatologist autoimmune disease doctor plus doctors who treat affected organs such as eyes brain skin kidneys heart or lungs even patients not near a major medical facility can benefit from an evaluation at a facility specializing in vasculitis where a plan is developed for management by the patient s home medical team said matteson are there triggers for vasculitis it depends on whom you ask patients say there are emotional traumas like death of a loved one or physical injuries such as a broken bone but doctors say they can t prove this scientifically said kullman we still don t know why an injury or trauma causes one person s immune system to go haywire while another person s is ok there is no cure for vasculitis but treatment is evolving some forms of vasculitis are more treatable than others said matteson giant cell arteritis for example responds well to treatment while forms of the disease that affect the brain are extremely difficult to treat the biggest news for vasculitis was the approval by the fda of a drug called rituxan used in combination with steroids it temporarily relieves blood vessel inflammation which causes the symptoms on the horizon are new procedures and drugs that will better diagnose and treat vasculitis said matteson to get answers the vasculitis foundation funds three new studies a year and has underway we hope to find a cure said kullman or at least identify what causes it matteson encourages patients to read about the disease and network with others in the vasculitis community especially with serious diseases like this one it is very important for the patient to be as educated as possible about his disease he said,0,3
2014-03,"""valley fever""","cdc: new disease spread by common “lone star” ticks, which live throughout florida",The Palm Beach Post,https://www.palmbeachpost.com/story/lifestyle/health-fitness/2014/03/27/cdc-new-disease-spread-by/7572746007/,a tick species common to florida may be behind the spread of a newly discovered disease named the heartland virus which has sickened at least eight people since the u s centers for disease control and prevention announced thursday afternoon called the lone star tick for the light brown dot that females carry on their back the eight legged bug is spread throughout the eastern united states including florida it favors second growth woods wherever deer and turkeys are found the tick s stomping grounds stretch from the northern rim of lake okeechobee north said university of florida entomologist phil kaufman it has been spotted but not confirmed in palm beach county though in all likelihood it s there he said the lone star tops the list of four most common ticks to bite humans in the state he said others are pickier eaters the lone star was once considered a tick rooted in the southeastern u s but its habitat has been expanding north and west reaching to chicago and mid texas these days kaufman said the tick was already considered a disease spreading pest because it carried many pathogens including ehrlichiosis rickettsiosis tularemia and protozoan infections uf entomologists report according to the cdc all of the patients sick with heartland virus became ill between may and september they all had a fever and felt very tired some also complained of headaches muscle aches diarrhea losing their appetite or feeling sick to their stomach they all had low numbers of cells that fight infection and that help blood clot most of the patients became so severely ill that they required hospitalization most are middle aged white men who were working outside seven of the patients lived in missouri one was from tennessee one of the patients who had underlying illness died and it s not known if the virus caused his death the discovery of this tick borne disease is different because most tick borne illnesses such as lyme disease develop from a bacteria and can thus be treated with some success using antibiotics kaufman said this is a virus just like the flu it s not going to react to antibiotics kaufman said the new heartland virus is what s called a phlebovirus the virus family responsible for an african scourge called rift valley fever phleboviruses hadn t been seen in the western hemisphere before the cdc has several studies underway now to see if other insects such as mosquitos can spread heartland virus there s reason to watch other phleboviruses are spread by mosquitoes the cdc is also actively looking for cases in other states the cdc said the cdc is working to develop a diagnostic test that public health agencies could use to test for the disease there are no treatments or drugs for heartland virus the cdc recommends that people avoid wooded and bushy areas with high grass and leaf litter and always use insect repellent when outdoors they recommend using products with permethrin on clothing and bathing or showering as soon as possible after coming indoors full body tick checks after an outing are recommended,0,1
2014-03,"""valley fever""","victor lasseter obituary (04/20/1939 - 03/13/2014) - bakersfield, ca - bakersfield californian",Legacy obituary,https://www.legacy.com/us/obituaries/bakersfield/name/victor-lasseter-obituary?id=43176307,,0,0
2014-03,"""valley fever""",utah: land of secrets,Salt Lake Magazine,https://saltlakemagazine.com/utah-land-of-secrets/,everyone from germany s angela merkel to utah s tea party wants to know what is going on in the square foot complex of walmart esque boxes squatting on the hillside due west of point of the mountain of course this being the million beating heart of a spy agency we aren t meant to know what s out there to paraphrase the roach motel slogan vast amounts of information go in but none comes out if it weren t for edward snowden we wouldn t know much at all but the tantalizing bits including that nsa monitors terrorists porn browsing internet gamers and a few employees ex lovers boggles the imagination we know this about the utah data center it s architecturally a blot upon the landscape uses mammoth amounts of electrical power backup diesel generators just in case and gulps water at a rate of million gallons per day to cool the fevered brows of its computers as they snoop on billion phone calls daily it has a canine corps nsa won t reveal how many dogs but we can guess their purpose the data center s start up last fall was plagued with electrical problems that turned sections into deadly kill zones add that to the genetically engineered dogs and you ve got a climactic austin powers scene and we must admit utah is the perfect home for nsa s covert operations we have a long and celebrated history of keeping all sorts of secrets perhaps it s the dominant culture of the church of jesus christ of latter day saints which has always shrouded its sacred places and rituals in secrecy and our long relationship with the military industrial complex in any case when it comes to spooky stuff in our midst utahns have always adopted a don t ask don t tell philosophy especially if there s a little economic development involved what more could a spy ask for enola gay mother of armageddon b enola gay and her crew trained in total secrecy in the west desert before kicking off the nuclear age by dropping the world s first atom bomb on hiroshima in sure the smithsonian institute got the enola gay herself but utah got to keep the box she came in a weather beaten hangar german and japanese theme parks during world war ii the military built exact replicas of german row houses and a japanese apartment building at dugway to test fire bombs it was a horrible three little pigs experiment japanesetown made out of wood has long ago vanished but the brick and plaster germantown is still out there dugway s bugs the military if they talk about it at all explains that the labs at rhode island sized dugway proving ground develop defensive measures against potential biological attacks the army is fuzzy about what or how much bad juju they keep on hand a guess anthrax botulism encephalitis typhus rift valley fever and unsightly acne indian tomb the remains of prehistoric indians whose bones were discovered when the great salt lake receded in have been interred in a concrete vault in emigration canyon those spirits were wandering aimlessly an indian leader explained the exact location is kept quiet if not secret to prevent the tomb from being vandalized the vault the roots of everyone s family tree near the mouth of little cottonwood canyon carved feet into solid rock is the granite mountain records vault the nuclear blast proof home of billion pages of family history ironically the vault s records are probably more secure than the nsa s public access is prohibited but the lds church offers a video temple rituals the mormon tradition of secrecy no one can argue that the culture of utah isn t heavily influenced by the dominant religion historically key to the lds religion are blood death oaths of secrecy up until recently the secret temple ceremony included the motions of slashing one s own throat and stomach if one were to reveal the temple s secrets that can be googled on the internet in reality most mormons regard the temple ceremonies as not secret but sacred and not to be discussed with outsiders lost gold mines legend under the uinta mountains near moon lake or utah lake s pelican point or the hurricane cliffs take your pick lie the lost mines of carre shin obthat worked by indians enslaved by the spanish the indians rebelled and went on to slaughter or dismember indiana jones style anyone who attempted to enter them some myths say that a ute chief revealed the location to brigham young lieutenant thomas rhoades who mined the gold for the temple s moroni statue taliban hq the military reproduced a taliban mountain lair on utah test and training range basically a sophisticated shooting gallery for u s and nato pilots one of utah s unsung attributes is that it looks exactly like afghanistan not to mention parts of iraq and iran making military tourism sorties annually to the square mile bombing range a lucrative economic engine resembling a low budget a movie set the taliban camp includes caves buildings and mobile launchers complete with dummy missiles mountain meadows mishap in a group of arkansas emigrants to california were intercepted near cedar city by mormon militia and indians the militia massacred emigrants sparing only children under age the whole united states rang with its horrors mark twain wrote exactly why it happened and brigham young s role in it was a closely guarded secret that even now is shrouded in mystery only one participant john d lee took the rap some say to protect the mormon hierarchy he was executed mormon catacombs under main street underneath downtown salt lake tunnels connect the temple with the church s office building and some say the utah legislature reality the tunnels dating from are actually carpeted underground passages sorry no piles of skulls golf carts whisk high church leaders about similar to florence s vasari corridor used by the medici or bruce wayne s bat cave utah s ufo in the s nasa prepared an environmental impact statement for testing the mysteriously named if you re into s sci fi x at michael army air field at dugway the x would be a robot plane capable of flying at times the speed of sound at altitudes of feet who knows maybe it happened from area with love the spy plane that wasn t shortly after test pilot ken collins flew his super secret a out of nevada s area in he ran into foul weather before collins knew it he was dangling from a parachute drifting down miles south of wendover near the smoking wreckage of his a within hours the air force showed up with trucks and bulldozers to sanitize the crash site hikers in the area still find shards of titanium stamped with skunkworks the secret name for lockheed aircraft company poison gas syria s got nothing on utah two years ago the tooele chemical agent disposal facility finished incinerating tons of chemical weapons that had been stored there since the s but nearby as the mustard agent blows dugway proving groundkeeps its own stash we know because it was locked down in when a vial of vx the most potent of all nerve agents went missing whether it was found of course remains a secret little mountain big boom little mountain test facility a acre laboratory for simulating nuclear hardness and survivability of defense systems lies miles west of ogden near other facilities where munitions up to the most powerful icbm rocket motors are tested atomic sheep ranchers were moving sheep from a winter range near the nevada test site into southern utah when they saw the flash from a nuclear explosion five nuclear bombs were being exploded above ground by the time the ranchers got to cedar city their sheep were dropping dead and lambs were stillborn a veterinarian found strontium radiation in the sheep s bone marrow the atomic energy commission said the sheep died from poor range conditions careless sheep sheep gamboling in scenic skull valley suddenly died in unison the army investigated what is known as the dead sheep incident and reported the animals had died from eating pesticide sprayed vegetation three decades later utah keeps its secrets the pesticide was identified as vx nerve agent that was sprayed on the sheep from an military plane the army paid compensation to the ranchers but never copped to spraying the nerve gas stoner sheep sheep grazing near garrison collapsed and died with blood pouring from their noses a few weeks earlier an underground nuke test in nevada had blown through the ground sending a radioactive cloud over utah gov calvin rampton argued the sheep would not have died instantly from radiation instead he hypothesized they expired from eating addictive locoweed wild and dead horses a helicopter crew spotted mustangs that apparently just fell over dead suspicious types said an equine encephalitis germ warfare agent was behind it government investigators concluded the horses died of thirst even though full water troughs were only a few yards away,0,2
2014-03,"""valley fever""","video: 7-eleven customers pull guns on each other, one shot",Phoenix New Times,https://www.phoenixnewtimes.com/news/video-7-eleven-customers-pull-guns-on-each-other-one-shot-6665875/,the chandler police department has released the surveillance footage of a shooting at a eleven store last week two customers pulled guns on each other inside the store and one man got a shot off hitting the other man in the face the injury wasn t life threatening see also eleven customers pull guns on each other in chandler one shot in the face if that sounds like a familiar story it s probably because a couple weeks before that a man was fatally shot at walmart about a mile down the road from this eleven after getting into an altercation with a customer there at the eleven the two men started an argument which escalated into the two men shoving each other police said both men pulled guns on one another and police said it appears the man who pulled his gun first was the one who fired the shot the man who was shot was identified as year old kenneth morrow the other person seen around morrow in the video is his teenage son the shooter a year old chandler resident whose name wasn t released hasn t been arrested in the shooting police said he cooperated with police and the maricopa county attorney s office would review the case to determine if charges are appropriate got a tip send it to matthew hendley,0,0
